 ,Kill .,Date,Time,Area ID,Species ID,Number of Animals,Behavior ID,Consumption Stage (pile 1),Consumption Stage (pile 2),Consumption Stage (pile 3),. of obs,. of cars,Notes,Peck Count,sample period,Field1,Proofed
15871,22-012,1/19/2022,15:00,CARCASS ARENA,MAGPIE,6,GROUND,3,,,1,15,,,,,SL
15872,22-012,1/19/2022,15:00,FIELD OF VIEW,RAVEN,7,GROUND,3,,,1,15,,,,,SL
15873,22-012,1/19/2022,15:00,FIELD OF VIEW,MAGPIE,5,GROUND,3,,,1,15,,,,,SL
15874,22-012,1/19/2022,15:00,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,15,,,,,SL
15875,22-012,1/19/2022,15:10,AT CARCASS,RAVEN,10,FEED,3,,,1,15,,,,,SL
15876,22-012,1/19/2022,15:10,AT CARCASS,BALD EAGLE,2,FEED,3,,,1,15,,,,,SL
15877,22-012,1/19/2022,15:10,CARCASS ARENA,RAVEN,10,GROUND,3,,,1,15,,,,,SL
15878,22-012,1/19/2022,15:10,CARCASS ARENA,MAGPIE,6,FEED,3,,,1,15,,,,,SL
15879,22-012,1/19/2022,15:10,FIELD OF VIEW,RAVEN,9,GROUND,3,,,1,15,,,,,SL
15880,22-012,1/19/2022,15:10,FIELD OF VIEW,MAGPIE,3,GROUND,3,,,1,15,,,,,SL
15881,22-012,1/19/2022,15:10,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,15,,,,,SL
15882,22-012,1/19/2022,15:20,AT CARCASS,RAVEN,10,FEED,3,,,1,16,,,,,SL
15883,22-012,1/19/2022,15:20,AT CARCASS,MAGPIE,2,FEED,3,,,1,16,,,,,SL
15884,22-012,1/19/2022,15:20,AT CARCASS,BALD EAGLE,2,FEED,3,,,1,16,,,,,SL
15885,22-012,1/19/2022,15:20,CARCASS ARENA,RAVEN,7,GROUND,3,,,1,16,,,,,SL
15886,22-012,1/19/2022,15:20,CARCASS ARENA,MAGPIE,6,GROUND,3,,,1,16,,,,,SL
15887,22-012,1/19/2022,15:20,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,16,,,,,SL
15888,22-012,1/19/2022,15:20,FIELD OF VIEW,MAGPIE,2,TRAVEL,3,,,1,16,,,,,SL
15889,22-012,1/19/2022,15:30,AT CARCASS,RAVEN,9,FEED,3,,,1,17,,,,,SL
15890,22-012,1/19/2022,15:30,AT CARCASS,MAGPIE,2,FEED,3,,,1,17,,,,,SL
15891,22-012,1/19/2022,15:30,AT CARCASS,BALD EAGLE,1,FEED,3,,,1,17,,,,,SL
15892,22-012,1/19/2022,15:30,CARCASS ARENA,RAVEN,3,GROUND,3,,,1,17,,,,,SL
15893,22-012,1/19/2022,15:30,CARCASS ARENA,MAGPIE,8,GROUND,3,,,1,17,,,,,SL
15894,22-012,1/19/2022,15:30,FIELD OF VIEW,RAVEN,3,TRAVEL,3,,,1,17,,,,,SL
15895,22-012,1/19/2022,15:30,FIELD OF VIEW,MAGPIE,5,GROUND,3,,,1,17,,,,,SL
15896,22-012,1/19/2022,15:30,FIELD OF VIEW,COYOTE,1,TRAVEL,3,,,1,17,,,,,SL
15897,22-012,1/19/2022,15:40,AT CARCASS,RAVEN,3,FEED,3,,,1,14,,,,,SL
15898,22-012,1/19/2022,15:40,AT CARCASS,MAGPIE,5,FEED,3,,,1,14,,,,,SL
15899,22-012,1/19/2022,15:40,AT CARCASS,COYOTE,1,FEED,3,,,1,14,,,,,SL
15900,22-012,1/19/2022,15:40,CARCASS ARENA,RAVEN,10,GROUND,3,,,1,14,,,,,SL
15901,22-012,1/19/2022,15:40,CARCASS ARENA,MAGPIE,8,GROUND,3,,,1,14,,,,,SL
15902,22-012,1/19/2022,15:40,FIELD OF VIEW,RAVEN,4,GROUND,3,,,1,14,,,,,SL
15903,22-012,1/19/2022,15:40,FIELD OF VIEW,MAGPIE,3,GROUND,3,,,1,14,,,,,SL
15904,22-012,1/19/2022,15:40,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,14,,,,,SL
15905,22-012,1/19/2022,15:50,AT CARCASS,RAVEN,7,FEED,3,,,1,19,,,,,SL
15906,22-012,1/19/2022,15:50,AT CARCASS,MAGPIE,5,FEED,3,,,1,19,,,,,SL
15907,22-012,1/19/2022,15:50,CARCASS ARENA,MAGPIE,4,GROUND,3,,,1,19,,,,,SL
15908,22-012,1/19/2022,15:50,FIELD OF VIEW,RAVEN,6,TRAVEL,3,,,1,19,,,,,SL
15909,22-012,1/19/2022,15:50,FIELD OF VIEW,MAGPIE,2,TRAVEL,3,,,1,19,,,,,SL
15910,22-012,1/19/2022,15:50,FIELD OF VIEW,COYOTE,1,VIGILANT,3,,,1,19,,,,,SL
15911,22-012,1/19/2022,15:50,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,19,,,,,SL
15912,22-012,1/19/2022,16:00,AT CARCASS,RAVEN,8,FEED,3,,,1,17,,,,,SL
15913,22-012,1/19/2022,16:00,AT CARCASS,MAGPIE,6,FEED,3,,,1,17,,,,,SL
15914,22-012,1/19/2022,16:00,CARCASS ARENA,MAGPIE,5,GROUND,3,,,1,17,,,,,SL
15915,22-012,1/19/2022,16:00,FIELD OF VIEW,RAVEN,2,GROUND,3,,,1,17,,,,,SL
15916,22-012,1/19/2022,16:00,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,17,,,,,SL
15917,22-012,1/19/2022,16:00,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,17,,,,,SL
15918,22-012,1/19/2022,16:10,AT CARCASS,RAVEN,9,FEED,3,,,1,19,,,,,SL
15919,22-012,1/19/2022,16:10,AT CARCASS,MAGPIE,8,FEED,3,,,1,19,,,,,SL
15920,22-012,1/19/2022,16:10,CARCASS ARENA,RAVEN,2,GROUND,3,,,1,19,,,,,SL
15921,22-012,1/19/2022,16:10,CARCASS ARENA,MAGPIE,10,GROUND,3,,,1,19,,,,,SL
15922,22-012,1/19/2022,16:10,FIELD OF VIEW,RAVEN,5,GROUND,3,,,1,19,,,,,SL
15923,22-012,1/19/2022,16:10,FIELD OF VIEW,MAGPIE,3,TRAVEL,3,,,1,19,,,,,SL
15924,22-012,1/19/2022,16:10,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,19,,,,,SL
15925,22-012,1/19/2022,16:20,AT CARCASS,RAVEN,11,FEED,3,,,1,17,,,,,SL
15926,22-012,1/19/2022,16:20,CARCASS ARENA,RAVEN,7,GROUND,3,,,1,17,,,,,SL
15927,22-012,1/19/2022,16:20,CARCASS ARENA,MAGPIE,6,GROUND,3,,,1,17,,,,,SL
15928,22-012,1/19/2022,16:20,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,17,,,,,SL
15929,22-012,1/19/2022,16:30,AT CARCASS,RAVEN,10,FEED,3,,,1,12,,,,,SL
15930,22-012,1/19/2022,16:30,AT CARCASS,MAGPIE,3,FEED,3,,,1,12,,,,,SL
15931,22-012,1/19/2022,16:30,CARCASS ARENA,RAVEN,3,GROUND,3,,,1,12,,,,,SL
15932,22-012,1/19/2022,16:30,CARCASS ARENA,MAGPIE,6,GROUND,3,,,1,12,,,,,SL
15933,22-012,1/19/2022,16:30,FIELD OF VIEW,RAVEN,2,GROUND,3,,,1,12,,,,,SL
15934,22-012,1/19/2022,16:30,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,12,,,,,SL
15935,22-012,1/19/2022,16:30,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,12,,,,,SL
15936,22-012,1/19/2022,16:40,AT CARCASS,RAVEN,11,FEED,3,,,1,15,,,,,SL
15937,22-012,1/19/2022,16:40,AT CARCASS,MAGPIE,2,FEED,3,,,1,15,,,,,SL
15938,22-012,1/19/2022,16:40,CARCASS ARENA,RAVEN,4,GROUND,3,,,1,15,,,,,SL
15939,22-012,1/19/2022,16:40,CARCASS ARENA,MAGPIE,8,GROUND,3,,,1,15,,,,,SL
15940,22-012,1/19/2022,16:40,FIELD OF VIEW,RAVEN,3,GROUND,3,,,1,15,,,,,SL
15941,22-012,1/19/2022,16:40,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,15,,,,,SL
15942,22-012,1/19/2022,16:50,AT CARCASS,WOLF,1,FEED,3,,,1,16,,,,,SL
15943,22-012,1/19/2022,16:50,AT CARCASS,RAVEN,10,FEED,3,,,1,16,,,,,SL
15944,22-012,1/19/2022,16:50,AT CARCASS,MAGPIE,2,FEED,3,,,1,16,,,,,SL
15945,22-012,1/19/2022,16:50,CARCASS ARENA,RAVEN,1,GROUND,3,,,1,16,,,,,SL
15946,22-012,1/19/2022,16:50,CARCASS ARENA,MAGPIE,17,GROUND,3,,,1,16,,,,,SL
15947,22-012,1/19/2022,16:50,FIELD OF VIEW,MAGPIE,1,TRAVEL,3,,,1,16,                                                                                         ,,,,SL
15948,22-012,1/19/2022,16:50,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,16,,,,,SL
15949,22-012,1/19/2022,17:00,AT CARCASS,WOLF,1,FEED,3,,,1,15,,,,,SL
15950,22-012,1/19/2022,17:00,AT CARCASS,RAVEN,2,FEED,3,,,1,15,,,,,SL
15951,22-012,1/19/2022,17:00,AT CARCASS,MAGPIE,13,FEED,3,,,1,15,,,,,SL
15952,22-012,1/19/2022,17:00,CARCASS ARENA,RAVEN,6,GROUND,3,,,1,15,,,,,SL
15953,22-012,1/19/2022,17:00,CARCASS ARENA,MAGPIE,10,GROUND,3,,,1,15,,,,,SL
15954,22-012,1/19/2022,17:00,FIELD OF VIEW,RAVEN,1,TRAVEL,3,,,1,15,,,,,SL
15955,22-012,1/19/2022,17:00,FIELD OF VIEW,MAGPIE,1,PERCHED,3,,,1,15,,,,,SL
15956,22-012,1/19/2022,17:00,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,15,,,,,SL
15957,22-012,1/19/2022,17:10,AT CARCASS,RAVEN,5,FEED,3,,,1,13,,,,,SL
15958,22-012,1/19/2022,17:10,AT CARCASS,MAGPIE,19,FEED,3,,,1,13,,,,,SL
15959,22-012,1/19/2022,17:10,CARCASS ARENA,MAGPIE,2,GROUND,3,,,1,13,,,,,SL
15960,22-012,1/19/2022,17:10,FIELD OF VIEW,WOLF,1,TRAVEL,3,,,1,13,,,,,SL
15961,22-012,1/19/2022,17:10,FIELD OF VIEW,RAVEN,1,GROUND,3,,,1,13,,,,,SL
15962,22-012,1/19/2022,17:10,FIELD OF VIEW,COYOTE,2,VIGILANT,3,,,1,13,,,,,SL
15963,22-012,1/19/2022,17:10,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,13,,,,,SL
15964,22-012,1/19/2022,17:20,AT CARCASS,MAGPIE,19,FEED,3,,,1,6,,,,,SL
15965,22-012,1/19/2022,17:20,AT CARCASS,COYOTE,1,FEED,3,,,1,6,,,,,SL
15966,22-012,1/19/2022,17:20,FIELD OF VIEW,WOLF,1,REST-ALERT,3,,,1,6,,,,,SL
15967,22-012,1/19/2022,17:20,FIELD OF VIEW,RAVEN,2,TRAVEL,3,,,1,6,,,,,SL
15968,22-012,1/19/2022,17:20,FIELD OF VIEW,MAGPIE,1,GROUND,3,,,1,6,,,,,SL
15969,22-012,1/19/2022,17:20,FIELD OF VIEW,BALD EAGLE,1,GROUND,3,,,1,6,,,,,SL
15970,22-012,1/19/2022,17:30,AT CARCASS,MAGPIE,4,FEED,3,,,1,4,,,,,SL
15971,22-012,1/19/2022,17:30,AT CARCASS,COYOTE,2,FEED,3,,,1,4,,,,,SL
15972,22-012,1/19/2022,17:30,CARCASS ARENA,RAVEN,1,GROUND,3,,,1,4,,,,,SL
15973,22-012,1/19/2022,17:30,CARCASS ARENA,MAGPIE,5,GROUND,3,,,1,4,,,,,SL
15974,22-012,1/19/2022,17:30,FIELD OF VIEW,WOLF,1,VIGILANT,3,,,1,4,,,,,SL
15975,22-012,1/20/2022,7:40,AT CARCASS,WOLF,1,FEED,3.5,,,1,19,,,,,SL
15976,22-012,1/20/2022,7:40,AT CARCASS,RAVEN,3,FEED,3.5,,,1,19,,,,,SL
15977,22-012,1/20/2022,7:40,AT CARCASS,MAGPIE,12,FEED,3.5,,,1,19,,,,,SL
15978,22-012,1/20/2022,7:40,CARCASS ARENA,WOLF,1,VIGILANT,3.5,,,1,19,,,,,SL
15979,22-012,1/20/2022,7:40,CARCASS ARENA,RAVEN,18,GROUND,3.5,,,1,19,,,,,SL
15980,22-012,1/20/2022,7:40,CARCASS ARENA,MAGPIE,4,GROUND,3.5,,,1,19,,,,,SL
15981,22-012,1/20/2022,7:40,FIELD OF VIEW,RAVEN,11,GROUND,3.5,,,1,19,,,,,SL
15982,22-012,1/20/2022,7:40,FIELD OF VIEW,MAGPIE,7,GROUND,3.5,,,1,19,,,,,SL
15983,22-012,1/20/2022,7:50,AT CARCASS,WOLF,1,FEED,3.5,,,1,20,,,,,SL
15984,22-012,1/20/2022,7:50,AT CARCASS,RAVEN,4,FEED,3.5,,,1,20,,,,,SL
15985,22-012,1/20/2022,7:50,AT CARCASS,MAGPIE,7,FEED,3.5,,,1,20,,,,,SL
15986,22-012,1/20/2022,7:50,CARCASS ARENA,RAVEN,23,GROUND,3.5,,,1,20,,,,,SL
15987,22-012,1/20/2022,7:50,CARCASS ARENA,MAGPIE,12,GROUND,3.5,,,1,20,,,,,SL
15988,22-012,1/20/2022,7:50,FIELD OF VIEW,WOLF,1,TRAVEL,3.5,,,1,20,,,,,SL
15989,22-012,1/20/2022,7:50,FIELD OF VIEW,RAVEN,11,GROUND,3.5,,,1,20,,,,,SL
15990,22-012,1/20/2022,7:50,FIELD OF VIEW,MAGPIE,1,GROUND,3.5,,,1,20,,,,,SL
15991,22-012,1/20/2022,8:00,AT CARCASS,MAGPIE,9,FEED,3.5,,,1,20,,,,,SL
15992,22-012,1/20/2022,8:00,CARCASS ARENA,RAVEN,26,FEED,3.5,,,1,20,,,,,SL
15993,22-012,1/20/2022,8:00,CARCASS ARENA,MAGPIE,7,GROUND,3.5,,,1,20,,,,,SL
15994,22-012,1/20/2022,8:00,FIELD OF VIEW,WOLF,1,TRAVEL,3.5,,,1,20,,,,,SL
15995,22-012,1/20/2022,8:00,FIELD OF VIEW,RAVEN,7,TRAVEL,3.5,,,1,20,,,,,SL
15996,22-012,1/20/2022,8:00,FIELD OF VIEW,MAGPIE,11,TRAVEL,3.5,,,1,20,,,,,SL
15997,22-012,1/20/2022,8:00,FIELD OF VIEW,COYOTE,1,TRAVEL,3.5,,,1,20,,,,,SL
15998,22-012,1/20/2022,8:10,AT CARCASS,RAVEN,1,FEED,3.5,,,1,19,,,,,SL
15999,22-012,1/20/2022,8:10,AT CARCASS,MAGPIE,7,FEED,3.5,,,1,19,,,,,SL
16000,22-012,1/20/2022,8:10,AT CARCASS,COYOTE,2,FEED,3.5,,,1,19,,,,,SL
16001,22-012,1/20/2022,8:10,CARCASS ARENA,RAVEN,37,GROUND,3.5,,,1,19,,,,,SL
16002,22-012,1/20/2022,8:10,CARCASS ARENA,MAGPIE,8,GROUND,3.5,,,1,19,,,,,SL
16003,22-012,1/20/2022,8:10,FIELD OF VIEW,RAVEN,13,GROUND,3.5,,,1,19,,,,,SL
16004,22-012,1/20/2022,8:10,FIELD OF VIEW,MAGPIE,13,GROUND,3.5,,,1,19,,,,,SL
16005,22-012,1/20/2022,8:20,AT CARCASS,MAGPIE,6,FEED,3.5,,,1,17,,,,,SL
16006,22-012,1/20/2022,8:20,AT CARCASS,COYOTE,2,FEED,3.5,,,1,17,,,,,SL
16007,22-012,1/20/2022,8:20,CARCASS ARENA,RAVEN,35,GROUND,3.5,,,1,17,,,,,SL
16008,22-012,1/20/2022,8:20,CARCASS ARENA,MAGPIE,5,GROUND,3.5,,,1,17,,,,,SL
16009,22-012,1/20/2022,8:20,FIELD OF VIEW,RAVEN,34,GROUND,3.5,,,1,17,,,,,SL
16010,22-012,1/20/2022,8:20,FIELD OF VIEW,MAGPIE,7,GROUND,3.5,,,1,17,,,,,SL
16011,22-012,1/20/2022,8:30,AT CARCASS,RAVEN,2,FEED,3.5,,,1,6,,,,,SL
16012,22-012,1/20/2022,8:30,AT CARCASS,MAGPIE,4,FEED,3.5,,,1,6,,,,,SL
16013,22-012,1/20/2022,8:30,AT CARCASS,COYOTE,2,FEED,3.5,,,1,6,,,,,SL
16014,22-012,1/20/2022,8:30,CARCASS ARENA,RAVEN,27,GROUND,3.5,,,1,6,,,,,SL
16015,22-012,1/20/2022,8:30,CARCASS ARENA,MAGPIE,4,GROUND,3.5,,,1,6,,,,,SL
16016,22-012,1/20/2022,8:30,FIELD OF VIEW,RAVEN,35,GROUND,3.5,,,1,6,,,,,SL
16017,22-012,1/20/2022,8:30,FIELD OF VIEW,MAGPIE,4,GROUND,3.5,,,1,6,,,,,SL
16018,22-012,1/20/2022,8:40,AT CARCASS,RAVEN,8,FEED,3.5,,,1,8,,,,,SL
16019,22-012,1/20/2022,8:40,AT CARCASS,COYOTE,1,FEED,3.5,,,1,8,,,,,SL
16020,22-012,1/20/2022,8:40,CARCASS ARENA,RAVEN,33,GROUND,3.5,,,1,8,,,,,SL
16021,22-012,1/20/2022,8:40,CARCASS ARENA,MAGPIE,7,GROUND,3.5,,,1,8,,,,,SL
16022,22-012,1/20/2022,8:40,FIELD OF VIEW,RAVEN,21,GROUND,3.5,,,1,8,,,,,SL
16023,22-012,1/20/2022,8:40,FIELD OF VIEW,MAGPIE,5,GROUND,3.5,,,1,8,,,,,SL
16024,22-012,1/20/2022,8:40,FIELD OF VIEW,COYOTE,1,TRAVEL,3.5,,,1,8,,,,,SL
16025,22-012,1/20/2022,8:40,FIELD OF VIEW,BALD EAGLE,1,PERCHED,3.5,,,1,8,,,,,SL
16026,22-012,1/20/2022,8:50,AT CARCASS,MAGPIE,6,FEED,3.5,,,1,7,,,,,SL
16027,22-012,1/20/2022,8:50,AT CARCASS,COYOTE,2,FEED,3.5,,,1,7,,,,,SL
16028,22-012,1/20/2022,8:50,CARCASS ARENA,RAVEN,50,FEED,3.5,,,1,7,,,,,SL
16029,22-012,1/20/2022,8:50,CARCASS ARENA,MAGPIE,4,GROUND,3.5,,,1,7,,,,,SL
16030,22-012,1/20/2022,8:50,FIELD OF VIEW,RAVEN,21,GROUND,3.5,,,1,7,,,,,SL
16031,22-012,1/20/2022,8:50,FIELD OF VIEW,MAGPIE,4,GROUND,3.5,,,1,7,,,,,SL
16032,22-012,1/20/2022,8:50,FIELD OF VIEW,BALD EAGLE,3,GROUND,3.5,,,1,7,,,,,SL
16033,22-012,1/20/2022,9:00,AT CARCASS,MAGPIE,9,FEED,3.5,,,1,5,,,,,SL
16034,22-012,1/20/2022,9:00,AT CARCASS,COYOTE,2,FEED,3.5,,,1,5,,,,,SL
16035,22-012,1/20/2022,9:00,CARCASS ARENA,RAVEN,42,GROUND,3.5,,,1,5,,,,,SL
16036,22-012,1/20/2022,9:00,CARCASS ARENA,MAGPIE,6,GROUND,3.5,,,1,5,,,,,SL
16037,22-012,1/20/2022,9:00,FIELD OF VIEW,RAVEN,32,GROUND,3.5,,,1,5,,,,,SL
16038,22-012,1/20/2022,9:00,FIELD OF VIEW,MAGPIE,4,GROUND,3.5,,,1,5,,,,,SL
16039,22-012,1/20/2022,9:00,FIELD OF VIEW,BALD EAGLE,2,PERCHED,3.5,,,1,5,,,,,SL
16040,22-012,1/20/2022,9:10,AT CARCASS,MAGPIE,12,FEED,3.5,,,1,4,,,,,SL
16041,22-012,1/20/2022,9:10,AT CARCASS,COYOTE,2,FEED,3.5,,,1,4,,,,,SL
16042,22-012,1/20/2022,9:10,CARCASS ARENA,RAVEN,37,GROUND,3.5,,,1,4,,,,,SL
16043,22-012,1/20/2022,9:10,CARCASS ARENA,MAGPIE,10,GROUND,3.5,,,1,4,,,,,SL
16044,22-012,1/20/2022,9:10,FIELD OF VIEW,RAVEN,30,GROUND,3.5,,,1,4,,,,,SL
16045,22-012,1/20/2022,9:10,FIELD OF VIEW,MAGPIE,7,GROUND,3.5,,,1,4,,,,,SL
16046,22-012,1/20/2022,9:10,FIELD OF VIEW,COYOTE,1,TRAVEL,3.5,,,1,4,,,,,SL
16047,22-012,1/20/2022,9:10,FIELD OF VIEW,BALD EAGLE,2,PERCHED,3.5,,,1,4,,,,,SL
16048,22-012,1/20/2022,9:20,AT CARCASS,RAVEN,5,FEED,4,,,1,1,,,,,SL
16049,22-012,1/20/2022,9:20,AT CARCASS,MAGPIE,4,FEED,4,,,1,1,,,,,SL
16050,22-012,1/20/2022,9:20,AT CARCASS,COYOTE,1,FEED,4,,,1,1,,,,,SL
16051,22-012,1/20/2022,9:20,CARCASS ARENA,RAVEN,41,GROUND,4,,,1,1,,,,,SL
16052,22-012,1/20/2022,9:20,CARCASS ARENA,MAGPIE,6,GROUND,4,,,1,1,,,,,SL
16053,22-012,1/20/2022,9:20,FIELD OF VIEW,RAVEN,18,GROUND,4,,,1,1,,,,,SL
16054,22-012,1/20/2022,9:20,FIELD OF VIEW,MAGPIE,15,GROUND,4,,,1,1,,,,,SL
16055,22-012,1/20/2022,9:20,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,1,,,,,SL
16056,22-012,1/20/2022,9:30,AT CARCASS,RAVEN,11,FEED,4,,,1,2,,,,,SL
16057,22-012,1/20/2022,9:30,AT CARCASS,COYOTE,1,FEED,4,,,1,2,,,,,SL
16058,22-012,1/20/2022,9:30,CARCASS ARENA,RAVEN,29,GROUND,4,,,1,2,,,,,SL
16059,22-012,1/20/2022,9:30,CARCASS ARENA,MAGPIE,4,GROUND,4,,,1,2,,,,,SL
16060,22-012,1/20/2022,9:30,FIELD OF VIEW,RAVEN,28,GROUND,4,,,1,2,,,,,SL
16061,22-012,1/20/2022,9:30,FIELD OF VIEW,MAGPIE,7,GROUND,4,,,1,2,,,,,SL
16062,22-012,1/20/2022,9:30,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,2,,,,,SL
16063,22-012,1/20/2022,9:40,AT CARCASS,RAVEN,26,FEED,4,,,1,5,,,,,SL
16064,22-012,1/20/2022,9:40,CARCASS ARENA,RAVEN,24,GROUND,4,,,1,5,,,,,SL
16065,22-012,1/20/2022,9:40,CARCASS ARENA,MAGPIE,9,GROUND,4,,,1,5,,,,,SL
16066,22-012,1/20/2022,9:40,FIELD OF VIEW,WOLF,1,TRAVEL,4,,,1,5,,,,,SL
16067,22-012,1/20/2022,9:40,FIELD OF VIEW,RAVEN,14,GROUND,4,,,1,5,,,,,SL
16068,22-012,1/20/2022,9:40,FIELD OF VIEW,MAGPIE,6,GROUND,4,,,1,5,,,,,SL
16069,22-012,1/20/2022,9:40,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,5,,,,,SL
16070,22-012,1/20/2022,9:50,AT CARCASS,RAVEN,26,FEED,4,,,1,3,,,,,SL
16071,22-012,1/20/2022,9:50,CARCASS ARENA,RAVEN,23,GROUND,4,,,1,3,,,,,SL
16072,22-012,1/20/2022,9:50,CARCASS ARENA,MAGPIE,3,GROUND,4,,,1,3,,,,,SL
16073,22-012,1/20/2022,9:50,FIELD OF VIEW,RAVEN,8,GROUND,4,,,1,3,,,,,SL
16074,22-012,1/20/2022,9:50,FIELD OF VIEW,MAGPIE,17,GROUND,4,,,1,3,,,,,SL
16075,22-012,1/20/2022,9:50,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,3,,,,,SL
16076,22-012,1/20/2022,10:00,AT CARCASS,RAVEN,23,FEED,4,,,1,3,,,,,SL
16077,22-012,1/20/2022,10:00,CARCASS ARENA,RAVEN,18,GROUND,4,,,1,3,,,,,SL
16078,22-012,1/20/2022,10:00,CARCASS ARENA,MAGPIE,2,GROUND,4,,,1,3,,,,,SL
16079,22-012,1/20/2022,10:00,FIELD OF VIEW,RAVEN,10,GROUND,4,,,1,3,,,,,SL
16080,22-012,1/20/2022,10:00,FIELD OF VIEW,MAGPIE,8,GROUND,4,,,1,3,,,,,SL
16081,22-012,1/20/2022,10:00,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,3,,,,,SL
16082,22-012,1/20/2022,10:10,AT CARCASS,RAVEN,24,FEED,4,,,1,3,,,,,SL
16083,22-012,1/20/2022,10:10,CARCASS ARENA,RAVEN,24,GROUND,4,,,1,3,,,,,SL
16084,22-012,1/20/2022,10:10,CARCASS ARENA,MAGPIE,8,GROUND,4,,,1,3,,,,,SL
16085,22-012,1/20/2022,10:10,FIELD OF VIEW,RAVEN,15,GROUND,4,,,1,3,,,,,SL
16086,22-012,1/20/2022,10:10,FIELD OF VIEW,MAGPIE,7,GROUND,4,,,1,3,,,,,SL
16087,22-012,1/20/2022,10:10,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,3,,,,,SL
16088,22-012,1/20/2022,10:20,AT CARCASS,RAVEN,21,FEED,4,,,1,4,,,,,SL
16089,22-012,1/20/2022,10:20,CARCASS ARENA,RAVEN,18,GROUND,4,,,1,4,,,,,SL
16090,22-012,1/20/2022,10:20,CARCASS ARENA,MAGPIE,11,GROUND,4,,,1,4,,,,,SL
16091,22-012,1/20/2022,10:20,CARCASS ARENA,COYOTE,1,TRAVEL,4,,,1,4,,,,,SL
16092,22-012,1/20/2022,10:20,FIELD OF VIEW,RAVEN,5,GROUND,4,,,1,4,,,,,SL
16093,22-012,1/20/2022,10:20,FIELD OF VIEW,MAGPIE,7,GROUND,4,,,1,4,,,,,SL
16094,22-012,1/20/2022,10:20,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,4,,,,,SL
16095,22-012,1/20/2022,10:20,FIELD OF VIEW,BOBCAT,1,VIGILANT,4,,,1,4,,,,,SL
16096,22-012,1/20/2022,10:30,AT CARCASS,RAVEN,5,FEED,4,,,1,10,,,,,SL
16097,22-012,1/20/2022,10:30,AT CARCASS,MAGPIE,3,FEED,4,,,1,10,,,,,SL
16098,22-012,1/20/2022,10:30,AT CARCASS,COYOTE,1,FEED,4,,,1,10,,,,,SL
16099,22-012,1/20/2022,10:30,CARCASS ARENA,RAVEN,21,GROUND,4,,,1,10,RAVENS LEFT CARCASS AND FLEW OVER TO BOBCAT,,,,SL
16100,22-012,1/20/2022,10:30,CARCASS ARENA,MAGPIE,5,GROUND,4,,,1,10,,,,,SL
16101,22-012,1/20/2022,10:30,FIELD OF VIEW,RAVEN,26,FEED,4,,,1,10,RAVENS LEFT CARCASS AND FLEW OVER TO BOBCAT,,,,SL
16102,22-012,1/20/2022,10:30,FIELD OF VIEW,MAGPIE,5,GROUND,4,,,1,10,,,,,SL
16103,22-012,1/20/2022,10:30,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,10,,,,,SL
16104,22-012,1/20/2022,10:30,FIELD OF VIEW,BOBCAT,1,TRAVEL,4,,,1,10,,,,,SL
16105,22-012,1/20/2022,10:40,AT CARCASS,RAVEN,17,FEED,4,,,1,5,,,,,SL
16106,22-012,1/20/2022,10:40,CARCASS ARENA,RAVEN,8,GROUND,4,,,1,5,,,,,SL
16107,22-012,1/20/2022,10:40,CARCASS ARENA,MAGPIE,4,GROUND,4,,,1,5,,,,,SL
16108,22-012,1/20/2022,10:40,FIELD OF VIEW,RAVEN,39,GROUND,4,,,1,5,,,,,SL
16109,22-012,1/20/2022,10:40,FIELD OF VIEW,MAGPIE,11,GROUND,4,,,1,5,,,,,SL
16110,22-012,1/20/2022,10:40,FIELD OF VIEW,BALD EAGLE,2,PERCHED,4,,,1,5,,,,,SL
16111,22-012,1/20/2022,10:50,AT CARCASS,RAVEN,14,FEED,4,,,1,5,,,,,SL
16112,22-012,1/20/2022,10:50,AT CARCASS,BALD EAGLE,1,FEED,4,,,1,5,,,,,SL
